Địa chỉ,Diện tích,Mặt tiền,Đường tiếp cận,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Tình trạng pháp lý,Tình trạng nội thất,Giá,Thành phố,Dự án,Giá trên m²,Số tầng tối đa
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",43.0,5.5,8.0,Tây - Bắc,Tây - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Hà Nội,False,136.0,4
"Đường Vũ Tùng, Phường 2, Bình Thạnh, Hồ Chí Minh",44.0,3.0,3.9,Tây - Nam,Bắc,3,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,6.2,Hồ Chí Minh,False,140.9,3
"Đường Phan Tôn, Phường Đa Kao, Quận 1, Hồ Chí Minh",48.0,3.0,7.2,Đông - Nam,Đông - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.6,Hồ Chí Minh,False,179.2,4
"Đường Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Hồ Chí Minh",32.0,4.0,3.0,Đông - Nam,Đông,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.3,Hồ Chí Minh,False,134.4,3
"Phố Phùng Hưng, Xã An Viễn, Trảng Bom, Đồng Nai",80.0,4.0,8.0,Tây - Nam,Tây - Nam,2,4,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.1,Đồng Nai,False,26.2,4
"Phố Vũ Ngọc Phan, Phường Nam Đồng, Đống Đa, Hà Nội",62.0,5.0,3.0,Đông - Nam,Đông - Nam,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.9,Hà Nội,False,143.5,3
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",35.4,3.3,3.0,Tây - Nam,Tây - Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.8,Hồ Chí Minh,False,105.9,3
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",65.0,5.8,5.2,Tây - Bắc,Tây - Bắc,4,8,3,Đã có giấy chứng nhận,Đầy đủ nội thất,9.9,Hà Nội,False,152.3,3
"Số 2 hẻm 339, Đường Châu Thị Kim, Phường 7, Tân An, Long An",240.0,8.0,5.0,Tây,Bắc,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.8,Long An,False,11.6,3
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",30.0,3.7,5.0,Tây - Nam,Tây,5,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,4.5,Hà Nội,False,150.0,3
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",50.6,4.6,6.9,Nam,Nam,6,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,6.5,Hồ Chí Minh,False,128.5,3
"Dự án Central Riverside Thanh Hóa, Phường Đông Hải, Thanh Hóa, Thanh Hóa.",85.0,5.0,13.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.8,Thanh Hóa,True,56.5,4
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",39.0,4.0,10.0,Tây - Bắc,Tây - Nam,5,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,6.2,Hà Nội,False,157.7,4
"Xã Ngọc Hồi, Thanh Trì, Hà Nội",40.0,3.5,2.0,Đông - Bắc,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,4.4,Hà Nội,False,110.0,3
"Phường Ngọc Thụy, Long Biên, Hà Nội",39.0,4.2,3.7,Tây - Nam,Tây - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hà Nội,False,126.9,3
"44, Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",41.0,4.0,6.0,Đông - Bắc,Đông - Nam,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.4,Hồ Chí Minh,False,206.1,3
"Phường Đội Cấn, Ba Đình, Hà Nội",32.0,42.0,3.3,Đông - Nam,Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.3,Hà Nội,False,196.9,3
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",45.0,3.0,2.5,Đông - Nam,Đông - Nam,6,8,9,Đã có giấy chứng nhận,Đầy đủ nội thất,8.0,Hà Nội,False,177.8,3
"Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",68.0,4.3,5.6,Đông - Bắc,Đông - Nam,5,6,6,Đã có giấy chứng nhận,Đầy đủ nội thất,6.1,Hồ Chí Minh,False,89.6,3
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",72.0,4.0,5.0,Đông,Đông,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.2,Hồ Chí Minh,False,100.0,3
"Đường Yên Vĩnh, Xã Kim Chung, Hoài Đức, Hà Nội",35.0,4.6,2.5,Nam,Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.3,Hà Nội,False,122.9,3
"Đường Lưu Úc, Phường Phù Liễn, Kiến An, Hải Phòng",59.0,5.9,5.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,2.2,Hải Phòng,False,38.1,3
"Phố Phương Lung, Phường Hưng Đạo, Dương Kinh, Hải Phòng",40.0,4.0,4.0,Bắc,Bắc,3,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,1.4,Hải Phòng,False,35.0,3
"Đường Trần Quý Cáp, Phường 11, Bình Thạnh, Hồ Chí Minh",50.0,5.3,3.3,Đông,Đông,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,4.1,Hồ Chí Minh,False,82.0,3
"Đường La Thành, Phường Láng Hạ, Đống Đa, Hà Nội",45.0,4.0,4.1,Đông - Nam,Đông - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.6,Hà Nội,False,146.7,3
"Đường Nguyễn Tri Phương, Phường  Hải Châu I, Hải Châu, Đà Nẵng",66.0,6.0,40.0,Tây - Bắc,Tây - Bắc,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.8,Đà Nẵng,False,56.8,5
"Số 12, Đường Võ Thị Sáu, Phường Tân An, Ninh Kiều, Cần Thơ",68.3,3.2,8.8,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.0,Cần Thơ,False,102.5,4
"Đường Cầu Xéo, Phường Tân Quý, Tân Phú, Hồ Chí Minh",58.0,4.9,8.0,Đông - Nam,Đông - Nam,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.6,Hồ Chí Minh,False,148.3,4
"Đường Nam Lân 5, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",123.0,8.0,8.0,Đông - Nam,Tây - Bắc,2,4,2,Đã có giấy chứng nhận,Cơ bản nội thất,5.6,Hồ Chí Minh,False,45.5,4
"Đường Trần Văn Mười, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",110.0,4.0,14.0,Tây,Đông - Nam,1,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,6.0,Hồ Chí Minh,False,54.5,4
"Đường Mê Linh, Phường Khai Quang, Vĩnh Yên, Vĩnh Phúc",90.0,4.5,24.0,Tây - Nam,Tây - Nam,3,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,7.5,Vĩnh Phúc,False,83.3,5
"Đường Số 3, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",93.0,5.1,12.0,Tây - Bắc,Đông - Nam,4,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.7,Hồ Chí Minh,False,104.3,4
"Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",88.0,4.0,10.0,Đông - Nam,Tây - Nam,3,2,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.5,Hồ Chí Minh,False,51.1,4
"Đường Nguyễn Văn Tỏ, Phường Long Bình Tân, Biên Hòa, Đồng Nai",250.0,8.9,16.5,Tây - Bắc,Tây - Bắc,2,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,4.9,Đồng Nai,False,19.6,4
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",50.0,4.0,5.6,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,8.9,Hà Nội,False,178.0,3
"Phố Khâm Thiên,  Đống Đa, Hà Nội",40.0,5.0,3.4,Đông - Bắc,Bắc,5,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.4,Hà Nội,False,185.0,3
"Đường  Kỳ Đồng, Phường 9, Quận 3, Hồ Chí Minh",31.0,3.5,2.7,Đông - Nam,Đông - Nam,2,2,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.9,Hồ Chí Minh,False,125.8,3
"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội",40.0,5.2,5.6,Đông - Nam,Tây - Nam,4,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.8,Hà Nội,False,195.0,3
"Số 59, Đường Hiệp Bình, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",80.0,4.0,5.0,Tây - Nam,Bắc,2,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,6.8,Hồ Chí Minh,False,85.0,3
"Phường Bình Thuận, Quận 7, Hồ Chí Minh",89.0,4.6,6.0,Tây - Bắc,Đông - Nam,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.9,Hồ Chí Minh,False,88.8,3
"Đường 21A, Xã Phụng Châu, Chương Mỹ, Hà Nội",41.0,4.0,4.5,Tây - Nam,Tây - Nam,3,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.6,Hà Nội,False,64.6,3
"Đường Số 36, Phường Tân Quy, Quận 7, Hồ Chí Minh",50.0,4.0,10.0,Đông - Nam,Tây - Bắc,2,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.4,Hồ Chí Minh,False,168.0,4
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",90.0,4.9,14.8,Nam,Đông - Nam,2,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hồ Chí Minh,False,83.3,4
"Đường Lý Văn Sâm, Phường Tam Hiệp, Biên Hòa, Đồng Nai",62.0,4.0,3.0,Tây,Nam,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.1,Đồng Nai,False,33.9,3
"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",90.0,4.4,7.7,Đông - Nam,Đông - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.7,Hồ Chí Minh,False,96.7,4
"Hẻm 708, Đường Hồng Bàng, Phường 1, Quận 11, Hồ Chí Minh",66.0,4.7,4.9,Tây - Bắc,Đông - Nam,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.9,Hồ Chí Minh,False,104.5,3
"Xã Đông Mỹ, Thanh Trì, Hà Nội",50.0,4.8,6.8,Đông - Bắc,Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hà Nội,False,100.0,3
"Phường 15, Tân Bình, Hồ Chí Minh",69.0,5.1,10.0,Đông - Nam,Đông - Nam,5,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.5,Hồ Chí Minh,False,137.7,4
"Phường 15, Quận 4, Hồ Chí Minh",50.0,5.0,5.3,Tây - Nam,Tây - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.2,Hồ Chí Minh,False,124.0,3
"Đường 38, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",92.0,4.0,8.0,Đông - Nam,Đông - Nam,4,5,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.1,Hồ Chí Minh,False,88.0,4
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",74.0,5.8,13.3,Tây - Bắc,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,9.2,Hồ Chí Minh,False,124.3,4
"Đường Chợ Hàng, Phường Dư Hàng Kênh, Lê Chân, Hải Phòng",46.0,4.6,4.2,Tây - Bắc,Đông - Bắc,4,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,3.4,Hải Phòng,False,72.8,3
"Khu vực 3, Thị trấn Sông Đốc, Trần Văn Thời, Cà Mau",346.0,9.6,7.0,Đông - Bắc,Đông - Bắc,1,5,3,Đã có giấy chứng nhận,Cơ bản nội thất,2.6,Cà Mau,False,7.5,4
"Đường Số 51, Phường 14, Gò Vấp, Hồ Chí Minh",90.0,6.8,28.5,Đông - Nam,Đông - Bắc,5,5,6,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Hồ Chí Minh,False,94.4,5
"Đường Số 5, Phường 17, Gò Vấp, Hồ Chí Minh",44.0,4.0,4.0,Đông - Nam,Đông - Nam,2,2,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hồ Chí Minh,False,112.5,3
"Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",35.0,4.3,4.1,Đông - Nam,Tây - Bắc,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.9,Hà Nội,False,140.0,3
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",40.0,4.5,3.8,Đông,Đông - Bắc,4,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.0,Hà Nội,False,150.0,3
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",58.0,5.8,8.2,Tây - Bắc,Bắc,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.3,Hồ Chí Minh,False,143.1,4
"Đường Lê Văn Thọ, Phường 9, Gò Vấp, Hồ Chí Minh",56.0,4.8,6.0,Bắc,Đông - Nam,5,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.3,Hồ Chí Minh,False,148.2,3
"Dự án An Gia Skyline, Đường Lê Thị Chợ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",81.2,4.8,7.1,Nam,Nam,5,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hồ Chí Minh,True,123.2,4
"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",61.0,5.0,6.9,Nam,Nam,2,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.1,Đà Nẵng,True,34.4,3
"Đường Khiếu Năng Tĩnh, Phường An Lạc A, Bình Tân, Hồ Chí Minh",88.0,4.0,5.0,Tây,Đông,4,1,1,Đã có giấy chứng nhận,Cơ bản nội thất,7.1,Hồ Chí Minh,False,80.7,3
"Đường Dư Hàng, Phường Dư Hàng, Lê Chân, Hải Phòng",47.0,4.3,4.5,Đông - Bắc,Đông - Bắc,4,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,3.0,Hải Phòng,False,64.7,3
"Đường Hồ Đắc Di, Phường Nam Đồng, Đống Đa, Hà Nội",72.0,4.3,7.2,Đông - Nam,Đông - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hà Nội,False,138.9,4
"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",30.0,4.2,2.5,Tây - Nam,Tây - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.2,Hà Nội,False,208.3,3
"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",43.0,4.0,3.7,Tây - Nam,Tây - Nam,5,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hà Nội,False,158.1,3
"Đường Tam Khương, Phường Khương Thượng, Đống Đa, Hà Nội",40.0,4.4,2.9,Bắc,Đông,6,3,6,Đã có giấy chứng nhận,Đầy đủ nội thất,7.6,Hà Nội,False,190.0,3
"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",50.0,4.3,7.2,Đông - Nam,Đông - Nam,4,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,8.8,Hà Nội,False,176.0,4
"Đường Láng, Phường Láng Hạ, Đống Đa, Hà Nội",55.0,4.9,4.6,Đông - Nam,Đông - Bắc,4,4,5,Đã có giấy chứng nhận,Cơ bản nội thất,7.5,Hà Nội,False,136.4,3
"Dự án Fidel Central Park, Đường Trần Hưng Đạo, Phường 1, Đông Hà, Quảng Trị",208.0,10.0,13.0,Đông - Nam,Đông - Nam,2,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Quảng Trị,True,27.9,4
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",67.0,4.7,6.0,Đông - Bắc,Tây,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,4.5,Hồ Chí Minh,False,67.2,3
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",72.0,6.0,4.0,Đông - Nam,Tây - Nam,4,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.5,Hồ Chí Minh,False,90.3,3
"Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",68.0,4.5,4.0,Tây - Bắc,Tây - Bắc,2,1,1,Đã có giấy chứng nhận,Đầy đủ nội thất,2.5,Đà Nẵng,False,36.6,3
"Đường Phạm Phú Thứ, Phường 3, Quận 6, Hồ Chí Minh",63.0,3.6,5.0,Đông - Nam,Đông - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.9,Hồ Chí Minh,False,125.4,3
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",37.0,5.1,2.1,Tây,Tây,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hà Nội,False,133.8,3
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Biên Hòa, Đồng Nai",84.0,5.2,5.5,Đông - Nam,Đông - Nam,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.7,Đồng Nai,False,32.0,3
"Đường Đông Mỹ, Xã Đông Mỹ, Thanh Trì, Hà Nội",40.0,4.6,5.4,Đông - Nam,Nam,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.0,Hà Nội,False,100.0,3
"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",31.0,4.0,6.2,Tây - Nam,Tây - Nam,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.6,Hà Nội,False,245.2,3
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",23.0,3.8,2.9,Bắc,Đông - Bắc,3,2,1,Đã có giấy chứng nhận,Đầy đủ nội thất,1.4,Hồ Chí Minh,False,60.4,3
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",60.0,4.0,8.0,Tây,Tây,2,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.7,Hồ Chí Minh,False,111.7,4
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",65.0,4.4,3.0,Đông - Nam,Tây - Bắc,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,6.0,Hồ Chí Minh,False,92.3,3
"Đường Dương Đông - Cửa Cạn, Phường Dương Đông, Phú Quốc, Kiên Giang",122.2,10.5,5.0,Đông - Nam,Đông - Nam,3,3,1,Đã có giấy chứng nhận,Đầy đủ nội thất,4.9,Kiên Giang,False,40.1,3
"Phố Trần Đại Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",125.0,5.0,48.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,7.5,Đà Nẵng,False,60.0,5
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng.",90.0,7.0,10.5,Đông - Nam,Đông - Nam,2,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,7.2,Đà Nẵng,False,79.4,4
"Đường Số 42, Phường 10, Quận 6, Hồ Chí Minh",64.0,4.3,8.9,Đông - Nam,Đông - Bắc,4,5,6,Đã có giấy chứng nhận,Đầy đủ nội thất,8.9,Hồ Chí Minh,False,139.1,4
"Đường Cư Xá Phú Lâm A, Phường 12, Quận 6, Hồ Chí Minh",64.0,4.0,8.0,Tây,Đông - Bắc,2,4,5,Đã có giấy chứng nhận,Cơ bản nội thất,6.4,Hồ Chí Minh,False,100.8,4
"Đường Số 40, Phường 10, Quận 6, Hồ Chí Minh",48.0,4.0,4.0,Nam,Đông - Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hồ Chí Minh,False,156.2,3
"Dự án Vĩnh Điềm Trung, Đường C1, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",108.0,6.0,13.2,Đông - Bắc,Nam,3,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,7.8,Khánh Hòa,True,71.8,4
"Đường 32A, Phường 10, Quận 6, Hồ Chí Minh",40.0,4.0,8.0,Đông,Tây,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hồ Chí Minh,False,168.8,4
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh",60.0,5.9,6.6,Nam,Tây - Nam,4,5,6,Đã có giấy chứng nhận,Đầy đủ nội thất,9.5,Hồ Chí Minh,False,158.3,3
"Ngõ 169, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",40.0,4.5,3.5,Đông - Bắc,Tây - Bắc,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.4,Hà Nội,False,134.5,3
"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",35.0,4.7,2.8,Đông - Nam,Tây - Bắc,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.6,Hà Nội,False,130.0,3
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",55.0,5.1,5.5,Đông,Đông,4,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.4,Hà Nội,False,116.4,3
"Đường 2/4, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",80.0,4.0,32.0,Đông - Bắc,Tây - Bắc,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,5.8,Khánh Hòa,False,72.5,5
"Ngõ 58, Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",38.5,4.0,4.0,Đông - Nam,Đông - Nam,5,6,7,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hà Nội,False,129.9,3
"Đường 8, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",125.0,5.0,16.7,Nam,Nam,3,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,6.1,Hồ Chí Minh,False,48.8,4
"Phường 16, Gò Vấp, Hồ Chí Minh.",44.0,4.4,5.0,Bắc,Đông - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.4,Hồ Chí Minh,False,168.2,3
"Đường Lê Đình Cẩn, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",36.0,5.0,5.0,Tây,Tây,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,2.4,Hồ Chí Minh,False,65.3,3
"Đường Số 12, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",50.0,4.0,5.0,Đông,Đông - Nam,2,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,5.0,Hồ Chí Minh,False,99.0,3
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",30.0,45.0,3.3,Nam,Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hà Nội,False,186.7,3
"Đường Phan Thanh Giản, Phường Lái Thiêu, Thuận An, Bình Dương",141.0,5.0,4.0,Đông - Nam,Đông - Nam,1,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,3.7,Bình Dương,False,26.2,3
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",125.0,5.0,30.0,Bắc,Đông - Nam,3,4,5,Đã có giấy chứng nhận,Cơ bản nội thất,8.8,Hồ Chí Minh,True,70.4,5
"Phường Hòa Lợi, Bến Cát, Bình Dương",93.6,5.0,5.0,Tây - Nam,Tây - Nam,1,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,2.4,Bình Dương,False,25.1,3
"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",47.0,4.1,5.7,Tây,Đông - Bắc,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hồ Chí Minh,False,144.7,3
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",35.0,6.9,4.0,Tây - Nam,Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.5,Hà Nội,False,157.1,3
"Dự án KVG The Capella Nha Trang, Đường Võ Nguyên Giáp, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",100.0,5.0,14.0,Nam,Nam,3,3,4,Hợp đồng mua bán,Cơ bản nội thất,4.3,Khánh Hòa,True,43.0,4
"Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội",45.0,4.9,3.6,Tây - Nam,Nam,5,3,5,Đã có giấy chứng nhận,Đầy đủ nội thất,6.6,Hà Nội,False,145.8,3
"Đường Hoài Thanh, Phường 8, Quận 8, Hồ Chí Minh",20.0,3.5,3.0,Bắc,Đông - Bắc,2,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.4,Hồ Chí Minh,False,120.0,3
"Đường Hồ Văn Chương, Phường Văn Chương, Đống Đa, Hà Nội",28.0,3.6,3.0,Đông - Nam,Đông,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.6,Hà Nội,False,164.3,3
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",46.0,3.8,2.5,Đông - Bắc,Đông - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.4,Hà Nội,False,160.9,3
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",52.0,4.5,4.7,Bắc,Đông - Bắc,1,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,3.1,Hồ Chí Minh,False,59.6,3
"Dự án Khu đô thị Phương Đông, Xã Đông Xá, Vân Đồn, Quảng Ninh",300.0,15.0,32.0,Đông - Nam,Nam,3,5,3,Đã có giấy chứng nhận,Đầy đủ nội thất,9.8,Quảng Ninh,True,32.7,5
"Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",94.8,6.1,8.8,Tây,Đông - Nam,5,6,5,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hồ Chí Minh,False,105.4,4
"Đường Ngũ Hiệp, Xã Ngọc Hồi, Thanh Trì, Hà Nội",40.0,4.0,4.0,Bắc,Bắc,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Hà Nội,False,146.2,3
"Phố Yên Duyên, Phường Yên Sở, Hoàng Mai, Hà Nội",33.0,5.0,6.0,Đông - Nam,Đông,5,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.5,Hà Nội,False,136.4,3
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",50.0,5.0,4.0,Tây - Bắc,Tây,4,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,7.3,Hà Nội,False,146.0,3
